arm,scope,environment,symbol,authority_id,entry_mode,ob_causal_state,side,created_at,entry_time,closed_at,entry_price,initial_stop,initial_target,target_r,final_reason,risk_budget,net_r,net_pnl,equity_before,equity_after
legacy_v0_2_temporal_reference,window,eth_down_high_vol,ETHUSDT,confluence:ETHUSDT:1h:pivot:low:2026-02-02T20:00:00+00:00:2311.2|b1-confirmation:ETHUSDT:5m:ob:double_3c:short:2026-02-03T14:05:00+00:00:2026-02-03T14:10:00+00:00:2026-02-03T14:15:00+00:00,limit_first_revisit,legacy_unclassified,short,2026-02-03T14:20:00+00:00,2026-02-03T14:30:00+00:00,2026-02-03T14:35:00+00:00,2309.2,2313.8100000000004,2297.99,2.4316702819953626,initial_stop,97.53291700852371,0.09949755777459672,9.704287044980536,9753.291700852371,9762.995987897351
legacy_v0_2_temporal_reference,window,eth_down_high_vol,ETHUSDT,confluence:ETHUSDT:1h:pivot:low:2026-02-04T22:00:00+00:00:2085.04|b1-confirmation:ETHUSDT:5m:ob:simple_2c:long:2026-02-05T05:20:00+00:00:2026-02-05T05:25:00+00:00,limit_first_revisit,legacy_unclassified,long,2026-02-05T05:30:00+00:00,2026-02-05T05:35:00+00:00,2026-02-05T05:40:00+00:00,2092.39,2075.45,2103.01,0.6269185360094635,initial_target,97.62995987897352,0.5142423741875826,50.205462360001775,9762.995987897351,9813.201450257353
legacy_v0_2_temporal_reference,window,eth_down_high_vol,ETHUSDT,confluence:ETHUSDT:1h:pivot:low:2026-02-04T22:00:00+00:00:2085.04|b1-confirmation:ETHUSDT:15m:ob:double_3c:long:2026-02-05T05:00:00+00:00:2026-02-05T05:15:00+00:00:2026-02-05T05:30:00+00:00,limit_first_revisit,legacy_unclassified,long,2026-02-05T05:45:00+00:00,2026-02-05T05:50:00+00:00,2026-02-05T06:50:00+00:00,2107.53,2075.45,2123.93,0.5112219451371397,initial_stop,98.13201450257353,-0.9997977150091013,-98.112163868913,9813.201450257353,9715.08928638844
legacy_v0_2_temporal_reference,window,eth_down_high_vol,ETHUSDT,confluence:ETHUSDT:1h:pivot:low:2026-02-05T06:00:00+00:00:2064.1|b1-confirmation:ETHUSDT:5m:ob:double_3c:short:2026-02-05T12:40:00+00:00:2026-02-05T12:45:00+00:00:2026-02-05T12:50:00+00:00,limit_first_revisit,legacy_unclassified,short,2026-02-05T12:55:00+00:00,2026-02-05T13:00:00+00:00,2026-02-05T13:10:00+00:00,2056.81,2069.38,2050.0,0.5417661097851915,initial_stop,97.15089286388441,-0.9999550690194712,-97.14652777900878,9715.08928638844,9617.942758609432
legacy_v0_2_temporal_reference,window,btc_up,BTCUSDT,confluence:BTCUSDT:1h:pivot:high:2026-04-08T21:00:00+00:00:71733.9|b1-confirmation:BTCUSDT:5m:ob:simple_2c:long:2026-04-09T17:05:00+00:00:2026-04-09T17:10:00+00:00,limit_first_revisit,legacy_unclassified,long,2026-04-09T17:15:00+00:00,2026-04-09T17:20:00+00:00,2026-04-09T17:25:00+00:00,72440.5,72349.9,72499.9,0.6556291390727413,initial_stop,100.0,-0.9989407420135612,-99.89407420135612,10000.0,9900.105925798644
legacy_v0_2_temporal_reference,window,btc_up,BTCUSDT,confluence:BTCUSDT:1h:pivot:high:2026-04-10T15:00:00+00:00:73268|b1-confirmation:BTCUSDT:15m:ob:simple_2c:short:2026-04-10T20:15:00+00:00:2026-04-10T20:30:00+00:00,limit_first_revisit,legacy_unclassified,short,2026-04-10T20:45:00+00:00,2026-04-10T20:50:00+00:00,2026-04-10T21:15:00+00:00,73209.7,73455.0,73095.2,0.4667753770892729,initial_target,99.00105925798644,0.2669072068324194,26.4240962,9900.105925798644,9926.530021998644
legacy_v0_2_temporal_reference,window,btc_up,BTCUSDT,confluence:BTCUSDT:1h:pivot:low:2026-04-12T05:00:00+00:00:71380.1|b1-confirmation:BTCUSDT:5m:ob:double_3c:long:2026-04-12T11:40:00+00:00:2026-04-12T11:45:00+00:00:2026-04-12T11:50:00+00:00,limit_first_revisit,legacy_unclassified,long,2026-04-12T11:55:00+00:00,2026-04-12T12:05:00+00:00,2026-04-12T12:05:00+00:00,71410.0,71392.9,71450.0,2.339181286548911,initial_stop,99.26530021998644,-0.9992894871346434,-99.19477094709666,9926.530021998644,9827.335251051547
legacy_v0_2_temporal_reference,window,btc_up,BTCUSDT,confluence:BTCUSDT:1h:pivot:low:2026-04-10T07:00:00+00:00:71377.6|b1-confirmation:BTCUSDT:15m:ob:simple_2c:short:2026-04-12T20:45:00+00:00:2026-04-12T21:00:00+00:00,limit_first_revisit,legacy_unclassified,short,2026-04-12T21:15:00+00:00,2026-04-12T21:20:00+00:00,2026-04-12T21:35:00+00:00,71285.7,71418.6,71201.1,0.6365688487583575,initial_target,98.27335251051547,0.2745949858290253,26.9853698399958,9827.335251051547,9854.320620891544
legacy_v0_2_temporal_reference,window,btc_up,BTCUSDT,confluence:BTCUSDT:1h:pivot:low:2026-04-11T13:00:00+00:00:72481.3|b1-confirmation:BTCUSDT:5m:ob:simple_2c:short:2026-04-13T17:30:00+00:00:2026-04-13T17:35:00+00:00,limit_first_revisit,legacy_unclassified,short,2026-04-13T17:40:00+00:00,2026-04-13T17:45:00+00:00,2026-04-13T17:55:00+00:00,72399.9,72571.6,72316.2,0.4874781595806139,initial_target,98.54320620891544,0.22393205162429938,22.06698233999883,9854.320620891544,9876.387603231542
legacy_v0_2_temporal_reference,window,btc_up,BTCUSDT,confluence:BTCUSDT:1h:pivot:low:2026-04-14T01:00:00+00:00:73932|b1-confirmation:BTCUSDT:5m:ob:simple_2c:long:2026-04-14T19:30:00+00:00:2026-04-14T19:35:00+00:00,limit_first_revisit,legacy_unclassified,long,2026-04-14T19:40:00+00:00,2026-04-14T19:45:00+00:00,2026-04-14T19:55:00+00:00,74110.5,73975.59999999999,74215.0,0.7746478873238936,initial_target,98.76387603231542,0.3576416218055543,35.3220728,9876.387603231542,9911.709676031542
legacy_v0_2_temporal_reference,window,btc_up,BTCUSDT,confluence:BTCUSDT:1h:pivot:high:2026-04-16T13:00:00+00:00:74976.9|b1-confirmation:BTCUSDT:5m:ob:simple_2c:long:2026-04-16T20:35:00+00:00:2026-04-16T20:40:00+00:00,limit_first_revisit,legacy_unclassified,long,2026-04-16T20:45:00+00:00,2026-04-16T20:50:00+00:00,2026-04-16T20:50:00+00:00,75012.1,74962.09999999999,75058.2,0.9219999999995572,initial_target,99.11709676031542,0.1286977810784748,12.756150419993077,9911.709676031542,9924.465826451535
legacy_v0_2_temporal_reference,window,btc_up,BTCUSDT,confluence:BTCUSDT:1h:ob:simple_2c:short:2026-04-14T15:00:00+00:00:2026-04-14T16:00:00+00:00|b1-confirmation:BTCUSDT:15m:ob:double_3c:short:2026-04-16T21:45:00+00:00:2026-04-16T22:00:00+00:00:2026-04-16T22:15:00+00:00,limit_first_revisit,legacy_unclassified,short,2026-04-16T22:30:00+00:00,2026-04-16T22:35:00+00:00,2026-04-16T22:55:00+00:00,74904.1,75095.90000000001,74792.2,0.5834202294056675,initial_target,99.24465826451535,0.30638862656928845,30.40743454000324,9924.465826451535,9954.873260991539
legacy_v0_2_temporal_reference,window,btc_up,BTCUSDT,confluence:BTCUSDT:1h:pivot:high:2026-04-16T20:00:00+00:00:75506.2|b1-confirmation:BTCUSDT:5m:ob:simple_2c:long:2026-04-17T09:35:00+00:00:2026-04-17T09:40:00+00:00,limit_first_revisit,legacy_unclassified,long,2026-04-17T09:45:00+00:00,2026-04-17T09:50:00+00:00,2026-04-17T09:55:00+00:00,75673.6,75480.9,75766.6,0.4826154644524877,initial_target,99.54873260991539,0.23371605594587563,23.26613716,9954.873260991539,9978.13939815154
legacy_v0_2_temporal_reference,window,btc_range,BTCUSDT,confluence:BTCUSDT:1h:pivot:low:2026-06-09T00:00:00+00:00:62386.1|b1-confirmation:BTCUSDT:5m:ob:simple_2c:short:2026-06-09T13:25:00+00:00:2026-06-09T13:30:00+00:00,limit_first_revisit,legacy_unclassified,short,2026-06-09T13:35:00+00:00,2026-06-09T13:40:00+00:00,2026-06-09T13:40:00+00:00,62290.0,62487.3,62229.3,0.3076533198175288,initial_target,100.0,0.13745717759998882,13.745717759998882,10000.0,10013.745717759999
legacy_v0_2_temporal_reference,window,btc_range,BTCUSDT,confluence:BTCUSDT:1h:pivot:high:2026-06-10T15:00:00+00:00:62846.8|b1-confirmation:BTCUSDT:5m:ob:simple_2c:short:2026-06-11T04:25:00+00:00:2026-06-11T04:30:00+00:00,limit_first_revisit,legacy_unclassified,short,2026-06-11T04:35:00+00:00,2026-06-11T04:40:00+00:00,2026-06-11T04:40:00+00:00,62599.9,62631.1,62522.5,2.480769230769509,initial_stop,100.1374571776,-0.9998171286541966,-100.1191449060406,10013.745717759999,9913.626572853958
legacy_v0_2_temporal_reference,window,btc_range,BTCUSDT,confluence:BTCUSDT:1h:pivot:low:2026-06-16T19:00:00+00:00:65525|b1-confirmation:BTCUSDT:5m:ob:simple_2c:long:2026-06-17T01:50:00+00:00:2026-06-17T01:55:00+00:00,limit_first_revisit,legacy_unclassified,long,2026-06-17T02:00:00+00:00,2026-06-17T02:05:00+00:00,2026-06-17T02:25:00+00:00,65866.3,65791.59999999999,65922.0,0.7456492637213977,initial_target,99.13626572853958,0.20866581515832408,20.68634969999794,9913.626572853958,9934.312922553956
legacy_v0_2_temporal_reference,window,btc_range,BTCUSDT,confluence:BTCUSDT:1h:pivot:low:2026-06-16T19:00:00+00:00:65525|b1-confirmation:BTCUSDT:15m:ob:simple_2c:long:2026-06-17T02:00:00+00:00:2026-06-17T02:15:00+00:00,limit_first_revisit,legacy_unclassified,long,2026-06-17T02:30:00+00:00,2026-06-17T02:35:00+00:00,2026-06-17T02:40:00+00:00,65902.6,65805.5,65949.1,0.4788877445931742,initial_stop,99.34312922553956,-0.9987250048144753,-99.21646721406204,9934.312922553956,9835.096455339894
legacy_v0_2_temporal_reference,window,btc_range,BTCUSDT,confluence:BTCUSDT:1h:pivot:low:2026-06-12T06:00:00+00:00:62810|b1-confirmation:BTCUSDT:5m:ob:simple_2c:short:2026-06-18T16:40:00+00:00:2026-06-18T16:45:00+00:00,limit_first_revisit,legacy_unclassified,short,2026-06-18T16:50:00+00:00,2026-06-18T16:55:00+00:00,2026-06-18T17:05:00+00:00,62654.0,62778.8,62596.8,0.458333333333326,initial_target,98.35096455339894,0.17128979096948033,16.846516159998473,9835.096455339894,9851.942971499891
legacy_v0_2_temporal_reference,window,btc_range,BTCUSDT,confluence:BTCUSDT:1h:pivot:low:2026-06-20T08:00:00+00:00:63360|b1-confirmation:BTCUSDT:5m:ob:simple_2c:long:2026-06-20T15:40:00+00:00:2026-06-20T15:45:00+00:00,limit_first_revisit,legacy_unclassified,long,2026-06-20T15:50:00+00:00,2026-06-20T15:55:00+00:00,2026-06-20T16:05:00+00:00,64104.0,64045.3,64138.5,0.5877342419080359,initial_stop,98.51942971499892,-0.9992443383514404,-98.44498236032534,9851.942971499891,9753.497989139567
event_created_next_bar_open,window,eth_transition,ETHUSDT,confluence:ETHUSDT:1h:pivot:high:2025-01-03T02:00:00+00:00:3476.33|m15-m5-delivery:ETHUSDT:15m:break_retest:long:ETHUSDT:1h:pivot:high:2025-01-03T02:00:00+00:00:3476.33:2025-01-03T13:00:00+00:00:2025-01-03T13:15:00+00:00|ETHUSDT:5m:pivot:high:2025-01-03T13:25:00+00:00:3496.42|ETHUSDT:5m:ob:simple_2c:long:2025-01-03T14:10:00+00:00:2025-01-03T14:15:00+00:00,next_bar_open,event_created,long,2025-01-03T14:20:00+00:00,2025-01-03T14:20:00+00:00,2025-01-03T14:30:00+00:00,3503.04,3472.7299999999996,3511.02,0.2632794457274798,initial_target,100.0,0.19461899292000054,19.461899292000055,10000.0,10019.461899292
event_created_next_bar_open,window,eth_transition,ETHUSDT,confluence:ETHUSDT:1h:pivot:high:2025-01-09T09:00:00+00:00:3327.45|m15-m5-delivery:ETHUSDT:15m:sweep_reclaim:short:ETHUSDT:1h:pivot:high:2025-01-09T09:00:00+00:00:3327.45:2025-01-09T15:45:00+00:00|ETHUSDT:5m:pivot:low:2025-01-09T21:30:00+00:00:3206.88|ETHUSDT:5m:ob:simple_2c:short:2025-01-09T21:50:00+00:00:2025-01-09T21:55:00+00:00,next_bar_open,event_created,short,2025-01-09T22:00:00+00:00,2025-01-09T22:00:00+00:00,2025-01-09T22:05:00+00:00,3205.71,3335.01,3203.77,0.015003866976025149,initial_target,100.19461899292001,0.004959033978013839,0.4968685200000411,10019.461899292,10019.958767812
event_created_next_bar_open,window,eth_transition,ETHUSDT,confluence:ETHUSDT:1h:pivot:low:2025-01-12T01:00:00+00:00:3272.61|m15-m5-delivery:ETHUSDT:15m:break_retest:short:ETHUSDT:1h:pivot:low:2025-01-12T01:00:00+00:00:3272.61:2025-01-12T06:15:00+00:00:2025-01-12T06:30:00+00:00|ETHUSDT:5m:pivot:low:2025-01-12T14:25:00+00:00:3268.6|ETHUSDT:5m:ob:simple_2c:short:2025-01-12T14:50:00+00:00:2025-01-12T14:55:00+00:00,next_bar_open,event_created,short,2025-01-12T15:00:00+00:00,2025-01-12T15:00:00+00:00,2025-01-12T15:20:00+00:00,3268.0,3273.4900000000002,3263.7,0.7832422586520941,initial_stop,100.19958767812001,-0.999941057043278,-100.19368161815993,10019.958767812,9919.76508619384
event_created_next_bar_open,window,eth_up,ETHUSDT,confluence:ETHUSDT:1h:ob:simple_2c:long:2025-07-11T07:00:00+00:00:2025-07-11T08:00:00+00:00|m15-m5-delivery:ETHUSDT:15m:sweep_reclaim:long:ETHUSDT:1h:pivot:low:2025-07-11T11:00:00+00:00:2968.48:2025-07-11T15:00:00+00:00|ETHUSDT:5m:pivot:high:2025-07-11T15:20:00+00:00:2988.11|ETHUSDT:5m:ob:simple_2c:long:2025-07-11T15:30:00+00:00:2025-07-11T15:35:00+00:00,next_bar_open,event_created,long,2025-07-11T15:40:00+00:00,2025-07-11T15:40:00+00:00,2025-07-11T15:55:00+00:00,2988.79,2965.7999999999997,2995.53,0.2931709438886545,initial_stop,100.0,-0.999980821846085,-99.9980821846085,10000.0,9900.00191781539
event_created_next_bar_open,window,eth_up,ETHUSDT,confluence:ETHUSDT:15m:ob:simple_2c:long:2025-07-20T02:15:00+00:00:2025-07-20T02:30:00+00:00|m15-m5-delivery:ETHUSDT:15m:break_retest:long:ETHUSDT:1h:pivot:high:2025-07-19T04:00:00+00:00:3609.1:2025-07-20T02:30:00+00:00:2025-07-20T03:15:00+00:00|ETHUSDT:5m:pivot:high:2025-07-20T05:55:00+00:00:3653.25|ETHUSDT:5m:ob:simple_2c:long:2025-07-20T06:35:00+00:00:2025-07-20T06:40:00+00:00,next_bar_open,event_created,long,2025-07-20T06:45:00+00:00,2025-07-20T06:45:00+00:00,2025-07-20T07:20:00+00:00,3656.14,3607.75,3662.64,0.13432527381690468,initial_target,99.0000191781539,0.096807782579853,9.583972332,9900.00191781539,9909.585890147391
event_created_next_bar_open,window,eth_up,ETHUSDT,confluence:ETHUSDT:1h:pivot:high:2025-07-20T03:00:00+00:00:3695|m15-m5-delivery:ETHUSDT:15m:break_retest:long:ETHUSDT:1h:pivot:high:2025-07-20T03:00:00+00:00:3695:2025-07-20T08:30:00+00:00:2025-07-20T09:15:00+00:00|ETHUSDT:5m:pivot:high:2025-07-20T14:35:00+00:00:3752.91|ETHUSDT:5m:ob:simple_2c:long:2025-07-20T14:50:00+00:00:2025-07-20T14:55:00+00:00,next_bar_open,event_created,long,2025-07-20T15:00:00+00:00,2025-07-20T15:00:00+00:00,2025-07-20T15:35:00+00:00,3767.8,3694.3399999999997,3771.37,0.04859787639531289,initial_target,99.09585890147392,0.026719796097960293,2.6478211439996264,9909.585890147391,9912.23371129139
event_created_next_bar_open,window,btc_down_high_vol,BTCUSDT,confluence:BTCUSDT:1h:pivot:low:2026-01-25T08:00:00+00:00:88100|m15-m5-delivery:BTCUSDT:15m:break_retest:short:BTCUSDT:1h:pivot:low:2026-01-25T08:00:00+00:00:88100:2026-01-25T16:00:00+00:00:2026-01-25T16:30:00+00:00|BTCUSDT:5m:pivot:low:2026-01-25T17:10:00+00:00:87779.9|BTCUSDT:5m:ob:simple_2c:short:2026-01-25T17:25:00+00:00:2026-01-25T17:30:00+00:00,next_bar_open,event_created,short,2026-01-25T17:35:00+00:00,2026-01-25T17:35:00+00:00,2026-01-25T18:15:00+00:00,87760.4,88103.70000000001,87477.0,0.825517040489309,initial_target,100.0,0.5736943211999865,57.36943211999865,10000.0,10057.369432119998
event_created_next_bar_open,window,eth_down_high_vol,ETHUSDT,confluence:ETHUSDT:1h:pivot:low:2026-02-01T10:00:00+00:00:2374.61|m15-m5-delivery:ETHUSDT:15m:break_retest:short:ETHUSDT:1h:pivot:low:2026-02-01T10:00:00+00:00:2374.61:2026-02-01T14:15:00+00:00:2026-02-01T14:45:00+00:00|ETHUSDT:5m:pivot:low:2026-02-01T19:55:00+00:00:2304.56|ETHUSDT:5m:ob:simple_2c:short:2026-02-01T20:20:00+00:00:2026-02-01T20:25:00+00:00,next_bar_open,event_created,short,2026-02-01T20:30:00+00:00,2026-02-01T20:30:00+00:00,2026-02-01T21:10:00+00:00,2299.55,2386.75,2296.16,0.03887614678899466,initial_target,100.0,0.027574775280003655,2.7574775280003654,10000.0,10002.757477528
event_created_next_bar_open,window,eth_down_high_vol,ETHUSDT,confluence:ETHUSDT:1h:pivot:low:2026-02-02T20:00:00+00:00:2311.2|m15-m5-delivery:ETHUSDT:15m:break_retest:short:ETHUSDT:1h:pivot:low:2026-02-02T20:00:00+00:00:2311.2:2026-02-03T09:00:00+00:00:2026-02-03T13:30:00+00:00|ETHUSDT:5m:pivot:low:2026-02-03T13:50:00+00:00:2301.86|ETHUSDT:5m:ob:double_3c:short:2026-02-03T14:05:00+00:00:2026-02-03T14:10:00+00:00:2026-02-03T14:15:00+00:00,next_bar_open,event_created,short,2026-02-03T14:20:00+00:00,2026-02-03T14:20:00+00:00,2026-02-03T14:35:00+00:00,2299.75,2313.8100000000004,2294.44,0.37766714082502095,initial_target,100.02757477528002,0.26818213595866486,26.825608657999663,10002.757477528,10029.583086186001
event_created_next_bar_open,window,btc_up,BTCUSDT,confluence:BTCUSDT:1h:pivot:high:2026-04-09T17:00:00+00:00:72541.1|m15-m5-delivery:BTCUSDT:15m:sweep_reclaim:short:BTCUSDT:1h:pivot:high:2026-04-09T17:00:00+00:00:72541.1:2026-04-09T21:00:00+00:00|BTCUSDT:5m:pivot:low:2026-04-09T20:50:00+00:00:72266.3|BTCUSDT:5m:ob:simple_2c:short:2026-04-09T21:20:00+00:00:2026-04-09T21:25:00+00:00,next_bar_open,event_created,short,2026-04-09T21:30:00+00:00,2026-04-09T21:30:00+00:00,2026-04-09T22:20:00+00:00,72152.1,72698.1,72075.1,0.14102564102564102,initial_stop,100.0,-0.9959421742729135,-99.59421742729135,10000.0,9900.405782572709
event_created_next_bar_open,window,btc_range,BTCUSDT,confluence:BTCUSDT:1h:pivot:low:2026-06-08T20:00:00+00:00:63065.9|m15-m5-delivery:BTCUSDT:15m:break_retest:short:BTCUSDT:1h:pivot:low:2026-06-08T20:00:00+00:00:63065.9:2026-06-08T23:45:00+00:00:2026-06-09T00:00:00+00:00|BTCUSDT:5m:pivot:low:2026-06-08T23:45:00+00:00:62939|BTCUSDT:5m:ob:simple_2c:short:2026-06-09T00:15:00+00:00:2026-06-09T00:20:00+00:00,next_bar_open,event_created,short,2026-06-09T00:25:00+00:00,2026-06-09T00:25:00+00:00,2026-06-09T00:30:00+00:00,62856.1,63155.299999999996,62694.8,0.539104278074857,initial_target,100.0,0.37588390319998793,37.588390319998794,10000.0,10037.58839032
event_created_next_bar_open,window,btc_range,BTCUSDT,confluence:BTCUSDT:1h:pivot:high:2026-06-10T15:00:00+00:00:62846.8|m15-m5-delivery:BTCUSDT:15m:sweep_reclaim:short:BTCUSDT:1h:pivot:high:2026-06-10T15:00:00+00:00:62846.8:2026-06-11T03:45:00+00:00|BTCUSDT:5m:pivot:low:2026-06-11T04:10:00+00:00:62553.2|BTCUSDT:5m:ob:simple_2c:short:2026-06-11T04:25:00+00:00:2026-06-11T04:30:00+00:00,next_bar_open,event_created,short,2026-06-11T04:35:00+00:00,2026-06-11T04:35:00+00:00,2026-06-11T06:25:00+00:00,62527.4,63023.299999999996,62350.5,0.35672514619883755,initial_stop,100.37588390319999,-0.9965627930803553,-100.03087122048247,10037.58839032,9937.557519099517
event_created_next_bar_open,global,eth_transition,ETHUSDT,confluence:ETHUSDT:1h:pivot:high:2025-01-03T02:00:00+00:00:3476.33|m15-m5-delivery:ETHUSDT:15m:break_retest:long:ETHUSDT:1h:pivot:high:2025-01-03T02:00:00+00:00:3476.33:2025-01-03T13:00:00+00:00:2025-01-03T13:15:00+00:00|ETHUSDT:5m:pivot:high:2025-01-03T13:25:00+00:00:3496.42|ETHUSDT:5m:ob:simple_2c:long:2025-01-03T14:10:00+00:00:2025-01-03T14:15:00+00:00,next_bar_open,event_created,long,2025-01-03T14:20:00+00:00,2025-01-03T14:20:00+00:00,2025-01-03T14:30:00+00:00,3503.04,3472.7299999999996,3511.02,0.2632794457274798,initial_target,100.0,0.19461899292000054,19.461899292000055,10000.0,10019.461899292
event_created_next_bar_open,global,eth_transition,ETHUSDT,confluence:ETHUSDT:1h:pivot:high:2025-01-09T09:00:00+00:00:3327.45|m15-m5-delivery:ETHUSDT:15m:sweep_reclaim:short:ETHUSDT:1h:pivot:high:2025-01-09T09:00:00+00:00:3327.45:2025-01-09T15:45:00+00:00|ETHUSDT:5m:pivot:low:2025-01-09T21:30:00+00:00:3206.88|ETHUSDT:5m:ob:simple_2c:short:2025-01-09T21:50:00+00:00:2025-01-09T21:55:00+00:00,next_bar_open,event_created,short,2025-01-09T22:00:00+00:00,2025-01-09T22:00:00+00:00,2025-01-09T22:05:00+00:00,3205.71,3335.01,3203.77,0.015003866976025149,initial_target,100.19461899292001,0.004959033978013839,0.4968685200000411,10019.461899292,10019.958767812
event_created_next_bar_open,global,eth_transition,ETHUSDT,confluence:ETHUSDT:1h:pivot:low:2025-01-12T01:00:00+00:00:3272.61|m15-m5-delivery:ETHUSDT:15m:break_retest:short:ETHUSDT:1h:pivot:low:2025-01-12T01:00:00+00:00:3272.61:2025-01-12T06:15:00+00:00:2025-01-12T06:30:00+00:00|ETHUSDT:5m:pivot:low:2025-01-12T14:25:00+00:00:3268.6|ETHUSDT:5m:ob:simple_2c:short:2025-01-12T14:50:00+00:00:2025-01-12T14:55:00+00:00,next_bar_open,event_created,short,2025-01-12T15:00:00+00:00,2025-01-12T15:00:00+00:00,2025-01-12T15:20:00+00:00,3268.0,3273.4900000000002,3263.7,0.7832422586520941,initial_stop,100.19958767812001,-0.999941057043278,-100.19368161815993,10019.958767812,9919.76508619384
event_created_next_bar_open,global,eth_up,ETHUSDT,confluence:ETHUSDT:1h:ob:simple_2c:long:2025-07-11T07:00:00+00:00:2025-07-11T08:00:00+00:00|m15-m5-delivery:ETHUSDT:15m:sweep_reclaim:long:ETHUSDT:1h:pivot:low:2025-07-11T11:00:00+00:00:2968.48:2025-07-11T15:00:00+00:00|ETHUSDT:5m:pivot:high:2025-07-11T15:20:00+00:00:2988.11|ETHUSDT:5m:ob:simple_2c:long:2025-07-11T15:30:00+00:00:2025-07-11T15:35:00+00:00,next_bar_open,event_created,long,2025-07-11T15:40:00+00:00,2025-07-11T15:40:00+00:00,2025-07-11T15:55:00+00:00,2988.79,2965.7999999999997,2995.53,0.2931709438886545,initial_stop,99.1976508619384,-0.9999563499486503,-99.19332087938452,9919.76508619384,9820.571765314455
event_created_next_bar_open,global,eth_up,ETHUSDT,confluence:ETHUSDT:15m:ob:simple_2c:long:2025-07-20T02:15:00+00:00:2025-07-20T02:30:00+00:00|m15-m5-delivery:ETHUSDT:15m:break_retest:long:ETHUSDT:1h:pivot:high:2025-07-19T04:00:00+00:00:3609.1:2025-07-20T02:30:00+00:00:2025-07-20T03:15:00+00:00|ETHUSDT:5m:pivot:high:2025-07-20T05:55:00+00:00:3653.25|ETHUSDT:5m:ob:simple_2c:long:2025-07-20T06:35:00+00:00:2025-07-20T06:40:00+00:00,next_bar_open,event_created,long,2025-07-20T06:45:00+00:00,2025-07-20T06:45:00+00:00,2025-07-20T07:20:00+00:00,3656.14,3607.75,3662.64,0.13432527381690468,initial_target,98.20571765314455,0.09682153849313621,9.508428672,9820.571765314455,9830.080193986454
event_created_next_bar_open,global,eth_up,ETHUSDT,confluence:ETHUSDT:1h:pivot:high:2025-07-20T03:00:00+00:00:3695|m15-m5-delivery:ETHUSDT:15m:break_retest:long:ETHUSDT:1h:pivot:high:2025-07-20T03:00:00+00:00:3695:2025-07-20T08:30:00+00:00:2025-07-20T09:15:00+00:00|ETHUSDT:5m:pivot:high:2025-07-20T14:35:00+00:00:3752.91|ETHUSDT:5m:ob:simple_2c:long:2025-07-20T14:50:00+00:00:2025-07-20T14:55:00+00:00,next_bar_open,event_created,long,2025-07-20T15:00:00+00:00,2025-07-20T15:00:00+00:00,2025-07-20T15:35:00+00:00,3767.8,3694.3399999999997,3771.37,0.04859787639531289,initial_target,98.30080193986454,0.026705146511475625,2.62513731799963,9830.080193986454,9832.705331304454
event_created_next_bar_open,global,btc_down_high_vol,BTCUSDT,confluence:BTCUSDT:1h:pivot:low:2026-01-25T08:00:00+00:00:88100|m15-m5-delivery:BTCUSDT:15m:break_retest:short:BTCUSDT:1h:pivot:low:2026-01-25T08:00:00+00:00:88100:2026-01-25T16:00:00+00:00:2026-01-25T16:30:00+00:00|BTCUSDT:5m:pivot:low:2026-01-25T17:10:00+00:00:87779.9|BTCUSDT:5m:ob:simple_2c:short:2026-01-25T17:25:00+00:00:2026-01-25T17:30:00+00:00,next_bar_open,event_created,short,2026-01-25T17:35:00+00:00,2026-01-25T17:35:00+00:00,2026-01-25T18:15:00+00:00,87760.4,88103.70000000001,87477.0,0.825517040489309,initial_target,98.32705331304454,0.5733520952826069,56.37602203999868,9832.705331304454,9889.081353344453
event_created_next_bar_open,global,eth_down_high_vol,ETHUSDT,confluence:ETHUSDT:1h:pivot:low:2026-02-01T10:00:00+00:00:2374.61|m15-m5-delivery:ETHUSDT:15m:break_retest:short:ETHUSDT:1h:pivot:low:2026-02-01T10:00:00+00:00:2374.61:2026-02-01T14:15:00+00:00:2026-02-01T14:45:00+00:00|ETHUSDT:5m:pivot:low:2026-02-01T19:55:00+00:00:2304.56|ETHUSDT:5m:ob:simple_2c:short:2026-02-01T20:20:00+00:00:2026-02-01T20:25:00+00:00,next_bar_open,event_created,short,2026-02-01T20:30:00+00:00,2026-02-01T20:30:00+00:00,2026-02-01T21:10:00+00:00,2299.55,2386.75,2296.16,0.03887614678899466,initial_target,98.89081353344453,0.027584232898213743,2.7278272320003616,9889.081353344453,9891.809180576452
event_created_next_bar_open,global,eth_down_high_vol,ETHUSDT,confluence:ETHUSDT:1h:pivot:low:2026-02-02T20:00:00+00:00:2311.2|m15-m5-delivery:ETHUSDT:15m:break_retest:short:ETHUSDT:1h:pivot:low:2026-02-02T20:00:00+00:00:2311.2:2026-02-03T09:00:00+00:00:2026-02-03T13:30:00+00:00|ETHUSDT:5m:pivot:low:2026-02-03T13:50:00+00:00:2301.86|ETHUSDT:5m:ob:double_3c:short:2026-02-03T14:05:00+00:00:2026-02-03T14:10:00+00:00:2026-02-03T14:15:00+00:00,next_bar_open,event_created,short,2026-02-03T14:20:00+00:00,2026-02-03T14:20:00+00:00,2026-02-03T14:35:00+00:00,2299.75,2313.8100000000004,2294.44,0.37766714082502095,initial_target,98.91809180576453,0.26821585737922143,26.53140080399967,9891.809180576452,9918.340581380453
